participant_ID,composition_number,text_ID,error,error_type,fb_type
FLL1,3rd,FLL1_3,una quinta parte de la humanidad vive con ingresos de menos de un dólar (cada) [al] día,,
FLL1,3rd,FLL1_3,su crecimiento económico no ha podido seguir (la aumentación demográfica) [el aumento demográfico],,
FLL1,3rd,FLL1_3,(producieron) [produjeron] graves consecuencias económicas,,
FLL1,3rd,FLL1_3,(la) [el] FMI ha constatado las repercusiones económicas y políticas,,
FLL1,3rd,FLL1_3,ha llevado [a] la globalización hasta un punto de exuberancia irracional,,
FLL1,3rd,FLL1_3,no nos permite conocer las causas ni las repercusiones sobre la economía (real) [reales],,
FLL1,3rd,FLL1_3,las riquezas y las repercusiones que (tuvó) [tuvo] la Revolución Industrial,,
FLL1,3rd,FLL1_3,necesitó más de un siglo (a) [en] Alemania,,
FLL1,3rd,FLL1_3,necesitó más de un siglo en Alemania para (conseguirlo) [ser implementada],,
FLL1,3rd,FLL1_3,"la globalización, que no es ni (bien) [buena] ni mala",,
FLL1,3rd,FLL1_3,"la globalización, que no es ni buena ni (malo) [mala]",,
FLL1,3rd,FLL1_3,hay que (modelarlo) [modelarla] políticamente,,
FLL1,3rd,FLL1_3,(y) [e] incluir a los estudiantes de economía,,
FLL1,3rd,FLL1_3,"(no obstante) [más aún], el FMI también puede desempeñar un papel importante",,
FLL1,3rd,FLL1_3,"no obstante, (la) [el] FMI también puede desempeñar un papel importante",,
FLL1,3rd,FLL1_3,"no obstante, el FMI [también] puede desempeñar un papel importante",,
FLL1,3rd,FLL1_3,(suma) [resume] bien mi punto de vista sobre la globalización,,
FLL1,3rd,FLL1_3,nuestro mundo (en el que vivimos),,
FLL1,3rd,FLL1_3,y es (eso) [esa] la invitación,,
FLL1,3rd,FLL1_3,repetición léxica,,
FLL1,4th,FLL1_4,se convirtió en un (verdadero) chico [de verdad],,
FLL1,4th,FLL1_4,(es por eso) [por lo] que en un momento de delirio,,
FLL1,4th,FLL1_4,puso en práctica (todas) [todos] los descubrimientos que durante años había hecho,,
FLL1,4th,FLL1_4,tanto el personal de (la) limpieza,,
FLL1,4th,FLL1_4,"(el) [al] niño lo han llamado ""Pinocho"" a causa del cuento",,
FLL1,4th,FLL1_4,considerado como un delito (de) [por] parte del profesor,,
FLL1,4th,FLL1_4,será (retrógrado) [destituido] del personal docente,,
FLL1,4th,FLL1_4,porque el (presupuesto) [supuesto] padre,,
FLL1,4th,FLL1_4,el supuesto padre (no) fue declarado (capaz) [incapaz] de educar correctamente a un niño,,
FLL1,4th,FLL1_4,según las respuestas que nos (daron) [dieron],,
FLL1,4th,FLL1_4,en (la) [una] red social (muy) bien conocida por los jóvenes: Instagram,,
FLL1,4th,FLL1_4,este niño de madera que fue (quitado) [arrancado] de su padre,,
FLL1,4th,FLL1_4,"(sin embargo) [de hecho], ejercieron presión sobre los asistentes sociales",,
FLL1,4th,FLL1_4,para que devolvieran (el) [al] pobre niño a su padre,,
FLL1,4th,FLL1_4,(que vivieran) [y permitirles así vivir] como una verdadera familia,,
FLL1,4th,FLL1_4,lo que quería de todo (su) corazón el profesor Juan Guiseppe,,
FLL1,4th,FLL1_4,repetición léxica,,
ICE1,1st,ICE1_1,"un preso puede ser condenado [desde] por un delito menor, como la posesión de drogas, hasta por",,
ICE1,1st,ICE1_1,se puede decir que la cárcel (sólo) [solo] debe servir como castigo para quienes cometen delitos,,
ICE1,1st,ICE1_1,claro que esto se hace (de manera parcial) [parcialmente] con castigos,,
ICE1,1st,ICE1_1,como quitar la libertad (de) [a] los presos,,
ICE1,1st,ICE1_1,y para intentar evitar que vuelvan a cometer (sus) delitos,,
ICE1,1st,ICE1_1,"una cárcel debería disuadir a los delincuentes, además de rehabilitarlos, pero parece que no (hacen) [hace] ni lo uno ni lo otro",,
ICE1,1st,ICE1_1,artículos afirman que (sólo) [solo] el 20% de los presos reinciden,,
ICE1,1st,ICE1_1,sugiere que el sistema actual no funciona y [que] hay que abordar los problemas subyacentes,,
ICE1,1st,ICE1_1,la rehabilitación y la integración no son (sólo) [solo] responsabilidad del sistema penitenciario,,
ICE1,1st,ICE1_1,repetición léxica,,
ICE1,2nd,ICE1_2,"en la actualidad, puede resultar un poco difícil (encontra) [encontrar] buenas noticias",,
ICE1,2nd,ICE1_2,que permiten que (estes) [estos] rayos nocivos lleguen hasta nosotros,,
ICE1,2nd,ICE1_2,y dañen tanto (al) [el] planeta como a todos los seres vivos,,
ICE1,2nd,ICE1_2,desde dilemas (pequeñas) [pequeños],,
ICE1,2nd,ICE1_2,desde (dilemas) [problemas] pequeños,,
ICE1,2nd,ICE1_2,hasta (otras) [otros] más graves como el cáncer de piel y las cataratas,,
ICE1,2nd,ICE1_2,"el Protocolo de Montreal, (lo que es) un acuerdo internacional",,
ICE1,2nd,ICE1_2,lo que demuestra aún más el [extenso] éxito (extenso) provocado por el protocolo,,
ICE1,2nd,ICE1_2,para poder disfrutar de (nuestra) [nuestro] planeta el mayor tiempo posible,,
ICE1,2nd,ICE1_2,como demuestra el éxito del Protocolo de Montreal en (reparar) [la reparación de] la capa de ozono,,
ICE1,2nd,ICE1_2,repetición léxica,,
ICE1,3rd,ICE1_3,con las nuevas (tecnologias) [tecnologías],,
ICE1,3rd,ICE1_3,hacer negocios con personas (quienes) [que] quizás estén en el otro lado del mundo,,
ICE1,3rd,ICE1_3,¿pero ha realmente mejorado las vidas de (las personas del) [todo el] mundo?,,
ICE1,3rd,ICE1_3,se puede (encontra) [encontrar] fruta que no esté de temporada,,
ICE1,3rd,ICE1_3,que no esté de temporada en (su) [en propio] país,,
ICE1,3rd,ICE1_3,pero estas (cosas) [comodidades] solo benefician a las personas que tienen dinero,,
ICE1,3rd,ICE1_3,y [no] hacen nada para disminuir la tasa de pobreza,,
ICE1,3rd,ICE1_3,que se puede ver (a través del) [en el] mundo entero,,
ICE1,3rd,ICE1_3,mientras (tanto) [que] las personas más ricas,,
ICE1,3rd,ICE1_3,el mismo nivel de (crecimienta) [crecimiento] que ha alcanzado la población,,
ICE1,3rd,ICE1_3,que ha alcanzado la (demográfica) [población],,
ICE1,3rd,ICE1_3,han ocurrido (varios) [varias] crisis (financieros) [financieras],,
ICE1,3rd,ICE1_3,han ocurrido varias (crises) [crisis] financieras,,
ICE1,3rd,ICE1_3,la globalización ha (provocado) [dado lugar a la] enseñanza pública universal,,
ICE1,3rd,ICE1_3,enseñanza (público) [pública] universal,,
ICE1,3rd,ICE1_3,esto tardó más de un siglo (para) [en] hacerse realidad,,
ICE1,3rd,ICE1_3,"en cuanto [a] la pobreza, tenemos que hacer algo ahora",,
ICE1,3rd,ICE1_3,ha cambiado completamente la (economia) [economía] del mundo,,
ICE1,3rd,ICE1_3,para combatir (contra) problemas tales como la pobreza,,
ICE1,3rd,ICE1_3,repetición léxica,,
ICE1,4th,ICE1_4,la primera fatalidad vino en (la) forma de una joven nadadora,,
ICE1,4th,ICE1_4,una joven (bañadora) [nadadora],,
ICE1,4th,ICE1_4,(que ha sido nombrada como) [llamada] Chrissie Watkins,,
ICE1,4th,ICE1_4,ahora se ha descubierto que esta mentira fue (proporcionada) [elucubrada] por el propio alcalde,,
ICE1,4th,ICE1_4,la víctima era un niño (joven),,
ICE1,4th,ICE1_4,cuando ocurrió la [brutal] tragedia (brutal),,
ICE1,4th,ICE1_4,hemos contratado a (las mejores personas) [los mejores profesionales] y pescadores,,
ICE1,4th,ICE1_4,"en este (punto) [momento], todo lo que se puede hacer es esperar",,
ICE1,4th,ICE1_4,repetición léxica,,
IDE1,1st,IDE1_1,"en realidad, el verdadero castigo les (depara) [espera] a la hora de salir",,
IDE1,1st,IDE1_1,a pesar de que una de las razones principales (por el) [del] sistema penitenciario es el castigo,,
IDE1,1st,IDE1_1,si el objetivo de su cautiverio es (para) propiciar un mundo seguro,,
IDE1,1st,IDE1_1,(seguramente) es imprescindible que se forme a los presos,,
IDE1,1st,IDE1_1,para (que se reduzca) [reducir] la posibilidad de reincidencia y (dé) [dar] impulso a su aportación,,
IDE1,1st,IDE1_1,no hay que buscar lejos para encontrar relatos reales que (comprueban) [corroboran] que el sistema,,
IDE1,1st,IDE1_1,el 35% de los (antiguos presos) [exconvictos] acaban en la cárcel de nuevo,,
IDE1,1st,IDE1_1,acaban en la cárcel de nuevo (dentro de) [al cabo de] dos años,,
IDE1,1st,IDE1_1,es hora de reformar el [cruel] proceso (cruel) que indebidamente exacerba el problema,,
IDE1,1st,IDE1_1,es normal compadecerse (con) [de] ellos,,
IDE1,1st,IDE1_1,retratándola como [fruto de] un mundo intrínsecamente de gente o buena o malvada,,
IDE1,1st,IDE1_1,un mundo intrínsecamente de (o) gente [o] buena o malvada,,
IDE1,1st,IDE1_1,un mundo intrínsecamente de gente o buena o (gente) malvada,,
IDE1,1st,IDE1_1,no todo el mundo ha recibido el mismo apoyo estatal (de) [desde la] infancia,,
IDE1,1st,IDE1_1,no todo el mundo ha recibido el mismo apoyo estatal desde la infancia (y) [ni] ha podido aprovechar,,
IDE1,1st,IDE1_1,tenemos que ponernos en su piel (detrás de los barrotes reforzados) [tras las rejas],,
IDE1,1st,IDE1_1,¿qué es lo que querríamos [que ocurriese] después de cumplir una condena?,,
IDE1,1st,IDE1_1,suponiendo que hubiéramos asumido [nuestra] responsabilidad,,
IDE1,1st,IDE1_1,querríamos la oportunidad de volver a vivir como (persona libre) [personas libres] y evitar,,
IDE1,1st,IDE1_1,en la medida de (los) [lo] posible,,
IDE1,1st,IDE1_1,pero no podríamos por culpa (del expediente) [de los antecedentes penales],,
IDE1,1st,IDE1_1,como componente integral que normalice la vida de los (antiguos presos) [exconvictos],,
IDE1,1st,IDE1_1,(entrar) [empezar] en una profesión por primera vez,,
IDE1,1st,IDE1_1,si no (realizamos) [implementamos] cambios en el sistema penitenciario,,
IDE1,1st,IDE1_1,si no realizamos cambios (al) [en el] sistema penitenciario,,
IDE1,1st,IDE1_1,"es necesario, lógico y (no difícil) [fácil] de implementar",,
IDE1,1st,IDE1_1,repetición léxica,,
IDE1,2nd,IDE1_2,la posibilidad de tener que (abondonar) [abandonar] su tierra natal,,
IDE1,2nd,IDE1_2,"en retrospectiva, [no obstante], no había nada de que preocuparse",,
IDE1,2nd,IDE1_2,no había nada de (qué) [que] preocuparse,,
IDE1,2nd,IDE1_2,para los gobiernos (a lo largo del) [de todo el] mundo,,
IDE1,2nd,IDE1_2,una verdadera amenaza económica de la (la) cual las administraciones mundiales,,
IDE1,2nd,IDE1_2,consecuencias que podría desencadenar semejante erupción (serían sin precedentes) [no tendrían precedente],,
IDE1,2nd,IDE1_2,Tambora es una (colosal) caldera [colosal],,
IDE1,2nd,IDE1_2,que la población de Java (tanto) venera [tanto] como teme,,
IDE1,2nd,IDE1_2,es el hogar del Estrecho de (Malacca) [Malaca],,
IDE1,2nd,IDE1_2,incluso la remota posibilidad de que entrara en erupción atenta (con) [contra] la organización social,,
IDE1,2nd,IDE1_2,es un proceso económico que subyace [tras] el funcionamiento del mundo moderno,,
IDE1,2nd,IDE1_2,e incluso superar los escollos que (intentan) [podrían] pararlo,,
IDE1,2nd,IDE1_2,la ceniza y el peligro en la zona (daría) [darían] lugar a escaseces de productos imprescindibles,,
IDE1,2nd,IDE1_2,darían lugar a escaseces de productos (impresindibles) [imprescindibles],,
IDE1,2nd,IDE1_2,la caldera arrojaría (impensables) magnitudes [impensables],,
IDE1,2nd,IDE1_2,magnitudes impensables (del) [de] dióxido de azufre,,
IDE1,2nd,IDE1_2,refleja la luz [solar] destinada a nuestro planeta (proveniente del sol),,
IDE1,2nd,IDE1_2,la luz solar destinada (para) [a] nuestro planeta,,
IDE1,2nd,IDE1_2,a pesar de que el resultado (antecitado) [antedicho] enfriaría el planeta,,
IDE1,2nd,IDE1_2,por el bien (de) tanto [de] los isleños como [de] la civilización moderna,,
IDE1,2nd,IDE1_2,hemos de mantenernos (alertas) [alerta],,
IDE1,2nd,IDE1_2,repetición léxica,,
IDE1,3rd,IDE1_3,"de hecho, (desde) [ya] hace varios siglos [que] los seres humanos intercambian bienes",,
IDE1,3rd,IDE1_3,(hacia las que están) [en los países] emergentes,,
IDE1,3rd,IDE1_3,una pasmosa reducción (en) [de] la lacra de la pobreza,,
IDE1,3rd,IDE1_3,una pasmosa reducción de (lo que es) la lacra de la pobreza,,
IDE1,3rd,IDE1_3,los mercados libres han dirigido monumentales flujos de dinero (del) [de] occidente al sur global,,
IDE1,3rd,IDE1_3,"es más, nuestro [exuberante] estilo de vida (vibrante)",,
IDE1,3rd,IDE1_3,nuestro exuberante estilo de vida [se] aprovecha [de] la riqueza y diversidad que las culturas,,
IDE1,3rd,IDE1_3,"culturas africanas, asiáticas y (suramericánas) [sudamericanas]",,
IDE1,3rd,IDE1_3,ya habían acontecido (semajantes) [semejantes] catástrofes económicas antes,,
IDE1,3rd,IDE1_3,en el que los EE. UU. (mantenía) [mantenían] una de las tasas arancelarias más elevadas,,
IDE1,3rd,IDE1_3,una de las razones clave (por) [de] la crisis de 1982 en Latinoamérica,,
IDE1,3rd,IDE1_3,para financiar sus (fínes) [fines] políticos bajo el modelo ISI,,
IDE1,3rd,IDE1_3,los entresijos de la globalización son tan (complejas) [complejos],,
IDE1,3rd,IDE1_3,repetición léxica,,
IDE1,4th,IDE1_4,en las afueras de la [deteriorada] aldea (deteriorada) de Silver Lake,,
IDE1,4th,IDE1_4,ya hace más de un mes (desde) que fue reportada como desaparecida,,
IDE1,4th,IDE1_4,paseaba a su perro por el bosque (por) [en] la mañana,,
IDE1,4th,IDE1_4,"David González, el (ex-profesor) [exprofesor] que la tuvo en cautiverio",,
IDE1,4th,IDE1_4,"David González, el exprofesor que la (mantuvo) [tuvo] en cautiverio",,
IDE1,4th,IDE1_4,ya que no tenía ninguna otra manera (como para) [de] huir,,
IDE1,4th,IDE1_4,con una hacha hincada en el centro (de su) [del] pecho,,
IDE1,4th,IDE1_4,(aunque) todo transcurrió en un instante [y] Joel no volvería a ver a su hijastra durante el mes,,
IDE1,4th,IDE1_4,"de la nada, David (se) le agarró el arma y le tapó la boca con la mano",,
IDE1,4th,IDE1_4,llevándola a rastras a un arbusto que se camuflaba (con) [en] el bosque,,
IDE1,4th,IDE1_4,sé que debería haber (gritado de socorro) [pedido socorro],,
IDE1,4th,IDE1_4,cinco cadáveres despedazados fueron descubiertos en el sótano de (éste) [este],,
IDE1,4th,IDE1_4,repetición léxica,,
IDG1,1st,IDG1_1,"el sistema de detención debe ser reformado, con un enfoque (de) [en la] rehabilitación",,
IDG1,1st,IDG1_1,hay reportajes inquietantes (del) [sobre el] abuso de los derechos humanos,,
IDG1,1st,IDG1_1,el sistema (enfoque) [se enfoca] demasiado en el castigo,,
IDG1,1st,IDG1_1,no [en] la rehabilitación,,
IDG1,1st,IDG1_1,"(en primero) [en primer lugar], creo que las cárceles no funcionan",,
IDG1,1st,IDG1_1,"aproximadamente el 31,6% de [los] prisioneros vuelven a prisión",,
IDG1,1st,IDG1_1,uno de los objetivos de la cárcel es disuadir [a] los criminales,,
IDG1,1st,IDG1_1,pero (es) [está] claro que no es efectivo,,
IDG1,1st,IDG1_1,"aún después de una pena de prisión, mucha gente (comité) [comete] otros delitos",,
IDG1,1st,IDG1_1,"aún después de una pena de prisión, mucha gente comete (otras ofensas) [otros delitos]",,
IDG1,1st,IDG1_1,"sin embargo, las estadísticas no (acuerdan) [lo respaldan]",,
IDG1,1st,IDG1_1,"la tasa de reincidencia es (el) [del] 76,6% de los prisioneros en cinco años",,
IDG1,1st,IDG1_1,"la tasa de reincidencia es del 76,6% de [los] prisioneros en cinco años",,
IDG1,1st,IDG1_1,la tasa de reincidencia en Noruega es solamente [de] un 20%,,
IDG1,1st,IDG1_1,(y) [hecho que] ha sido atribuido a su sistema de cárceles más humano,,
IDG1,1st,IDG1_1,es necesario recordar que los internos son (todavía) [también] seres humanos,,
IDG1,1st,IDG1_1,publicó un reportaje inquietante sobre el [importante] número (importante) de denuncias,,
IDG1,1st,IDG1_1,denuncias de (maltratamiento) [maltrato] y fuerza excesiva hacia los prisioneros,,
IDG1,1st,IDG1_1,algunos dirían que los internos no merecen un (tratamiento) [trato] amable,,
IDG1,1st,IDG1_1,"pero no es justo, ni (correlacionado) [conforme] a la ley española",,
IDG1,1st,IDG1_1,"en España, la pena es la (perdida) [pérdida] de libertad en una cárcel",,
IDG1,1st,IDG1_1,hay que asegurar que los derechos humanos de los prisioneros sean (respectados) [respetados],,
IDG1,1st,IDG1_1,"el sistema penal se concentra demasiado en el castigo, no [en] la rehabilitación y la reinserción",,
IDG1,1st,IDG1_1,los criminales sufren de [una] enfermedad mental,,
IDG1,1st,IDG1_1,"en Noruega, donde el sistema (enfoque) [se enfoca] más en la rehabilitación",,
IDG1,1st,IDG1_1,el 40% de los prisioneros que (eran) [estaban] en paro antes de ir a la cárcel,,
IDG1,1st,IDG1_1,las clases en la cárcel les mostraron por primera vez que tenían más (competencias) [habilidades],,
IDG1,1st,IDG1_1,se puede decir que los intentos no merecen un (tratamiento) [trato] especial,,
IDG1,1st,IDG1_1,las ventajas económicas de las clases superan mucho (la cuesta) [el coste] de penas largas,,
IDG1,1st,IDG1_1,repetición léxica,,
IDG1,2nd,IDG1_2,incluyendo no solo las montañas del altiplano (escocesa) [escocés],,
IDG1,2nd,IDG1_2,incluyendo no solo las montañas del altiplano escocés (ni) [y] los ondulados páramos de Dorset,,
IDG1,2nd,IDG1_2,y los [ondulados] páramos (ondulados) de Dorset,,
IDG1,2nd,IDG1_2,los animales con quienes compartimos la (tierra) [Tierra],,
IDG1,2nd,IDG1_2,"(un mamífero marino enorme) [mamíferos marinos enormes], las morsas pueden alcanzar",,
IDG1,2nd,IDG1_2,las morsas pueden alcanzar (a) [los] 2000 kg,,
IDG1,2nd,IDG1_2,"viven entre 20 y 30 años, generalmente en el (Árctico) [Ártico]",,
IDG1,2nd,IDG1_2,"donde la morsa, llamada Thor, pasó la víspera (del) [de] Año Nuevo",,
IDG1,2nd,IDG1_2,¡No es exactamente un oasis (árctico) [ártico]!,,
IDG1,2nd,IDG1_2,una vez que los residentes hubieron descubierto [a] Thor,,
IDG1,2nd,IDG1_2,siguiendo los consejos de organizaciones que (proyectan) [protegen] la naturaleza marina,,
IDG1,2nd,IDG1_2,todo el mundo (estuvo) [fue] respetuoso e intentó no asustar a la morsa,,
IDG1,2nd,IDG1_2,todo el mundo fue (respectuoso) [respetuoso] e intentó no asustar a la morsa,,
IDG1,2nd,IDG1_2,todo el mundo fue respetuoso e intentó (a) no asustar a la morsa,,
IDG1,2nd,IDG1_2,todo el mundo fue respetuoso e intentó no (dar miedo) [asustar] a la morsa,,
IDG1,2nd,IDG1_2,"para mantener la tranquilidad de Thor, el (consejo) [ayuntamiento] anuló los fuegos artificiales",,
IDG1,2nd,IDG1_2,Thor dio la bienvenida al 2023 con sus nuevos amigos en Scarborough mientras (que) recuperaba,,
IDG1,2nd,IDG1_2,mientras recuperaba (su fortitud) [sus fuerzas],,
IDG1,2nd,IDG1_2,las fotos son realmente (impresivas) [impresionantes],,
IDG1,2nd,IDG1_2,"al frente, una morsa enorme durmiendo, sin (sabiendo) [saber] la importancia que tiene de repente",,
IDG1,2nd,IDG1_2,"(el) [al] día siguiente, estaba lista",,
IDG1,2nd,IDG1_2,"al día siguiente, estaba (listo) [lista]",,
IDG1,2nd,IDG1_2,y por la noche del (primer) [primero] de enero,,
IDG1,2nd,IDG1_2,[a] donde llegó dos días después,,
IDG1,2nd,IDG1_2,Thor fue la tercera morsa (al) [en] Reino Unido en los últimos años,,
IDG1,2nd,IDG1_2,el cambio climático es responsable (por) [de que] las morsas se encuentren lejos de su entorno,,
IDG1,2nd,IDG1_2,es responsable de que las morsas [se encuentren] lejos de su entorno natural,,
IDG1,2nd,IDG1_2,es (un) [una] señal triste del futuro para las morsas,,
IDG1,2nd,IDG1_2,es una señal triste (de la futura) [del futuro] para las morsas,,
IDG1,2nd,IDG1_2,tenemos que extender a toda la naturaleza el (respecto) [respeto] que la población británica,,
IDG1,2nd,IDG1_2,tenemos que extender a toda la naturaleza el respeto que (el público británico) [la población británica],,
IDG1,2nd,IDG1_2,la pregunta [es]: ¿dónde lo veremos la próxima vez?,,
IDG1,2nd,IDG1_2,repetición léxica,,
IDG1,3rd,IDG1_3,uno de los asuntos más importantes en (nuestra) [la] sociedad actual,,
IDG1,3rd,IDG1_3,"en general, se define como un proceso de (aumentar) [aumento de] las divisiones en el mundo",,
IDG1,3rd,IDG1_3,"o sea, el mundo (se pone) [establece] más (conectado de manera financiera) [conexiones financieras]",,
IDG1,3rd,IDG1_3,"en primer lugar, la (habladora) [conferenciante] no cree que la globalización",,
IDG1,3rd,IDG1_3,no cree que la globalización (sea sin) [esté exenta de] efectos negativos,,
IDG1,3rd,IDG1_3,irán a los países donde los sueldos son más bajos y las reglas son menos (serveras) [severas],,
IDG1,3rd,IDG1_3,"como resultado, no tendremos paz mientras (que) la globalización contribuya a la pobreza",,
IDG1,3rd,IDG1_3,"cita un estudio sobre las crisis en América Latina, Asia y (Rúsia) [Rusia]",,
IDG1,3rd,IDG1_3,la (habladora) [conferenciante] utiliza este estudio para dar importancia a su conclusión,,
IDG1,3rd,IDG1_3,"la globalización no es (algo del diablo) [diabólica], pero tiene riesgos",,
IDG1,3rd,IDG1_3,"(en) [a] modo de conclusión, no creo que la globalización sea la única causa de la pobreza",,
IDG1,3rd,IDG1_3,no creo que la globalización sea la única causa de la pobreza ni [de] las crisis económicas,,
IDG1,3rd,IDG1_3,sino que [es] un proceso que la comunidad global debe utilizar,,
IDG1,3rd,IDG1_3,repetición léxica,,
IDG1,4th,IDG1_4,los habitantes de Nueva York observaron con horror mientras (que) una flota de extraterrestres,,
IDG1,4th,IDG1_4,"por (la) primera vez, la raza humana tuvo que luchar",,
IDG1,4th,IDG1_4,la raza humana tuvo que luchar [contra] una invasión mortífera de extraterrestres,,
IDG1,4th,IDG1_4,[el] martes comenzó con normalidad,,
IDG1,4th,IDG1_4,"los viajeros diarios, los turistas y los dueños de (los) negocios procedían con su día como siempre",,
IDG1,4th,IDG1_4,"los viajeros diarios, los turistas y los dueños de negocios procedían con (sus días) [su día] como siempre",,
IDG1,4th,IDG1_4,y Nueva York estaba tan (tranquilo) [tranquila] como nunca,,
IDG1,4th,IDG1_4,las criaturas aparecieron por un portal en el cielo a las 12:30 (por) [de] la tarde,,
IDG1,4th,IDG1_4,todo el mundo intentó (a) huir para esconderse,,
IDG1,4th,IDG1_4,todo el mundo intentó huir [para] esconderse,,
IDG1,4th,IDG1_4,pero los paisanos no pudieron (superar) [vencer] a los invasores,,
IDG1,4th,IDG1_4,eran criaturas muy fuertes y (rápidos) [rápidas],,
IDG1,4th,IDG1_4,Miles de Chitauri (pasó) [pasaron] por el portal,,
IDG1,4th,IDG1_4,podemos informar (exclusivamente) [en exclusiva],,
IDG1,4th,IDG1_4,"las maquinaciones diabólicas del semidios Loki, que había causado [un gran] caos en Nuevo Méjico",,
IDG1,4th,IDG1_4,Los Vengadores (incluyaban) [incluían],,
IDG1,4th,IDG1_4,"Thor, el semidios (de) [del] trueno",,
IDG1,4th,IDG1_4,"Thor, el semidios del (relámpago) [trueno]",,
IDG1,4th,IDG1_4,Iron Man se fue volando antes de volver (llevando) [con] un misil nuclear,,
IDG1,4th,IDG1_4,"Iron Man volaba cada vez más alto, hacia y luego (por el) [a través del] portal",,
IDG1,4th,IDG1_4,empujó el misil hacia el (ejercito) [ejército] extraterrestre,,
IDG1,4th,IDG1_4,destruyendo el centro de control y matando [a] todos los Chitauri que atacaban la ciudad,,
IDG1,4th,IDG1_4,Iron Man pudo volver a la Tierra [en] el último momento posible,,
IDG1,4th,IDG1_4,"por el contrario, debemos tener en cuenta (la cuesta) [el coste] de esta victoria",,
IDG1,4th,IDG1_4,los Chitauri han matado a 74 personas y (causaron) [costarán] millones de dólares,,
IDG1,4th,IDG1_4,costarán millones de dólares (de) [por los] daños a los edificios de la ciudad,,
IDG1,4th,IDG1_4,llevará mucho tiempo (para) reconstruir Nueva York,,
IDG1,4th,IDG1_4,"los servicios de emergencia y (la gente ordinaria, pero valiente) [los ciudadanos ordinarios, pero valientes]",,
IDG1,4th,IDG1_4,"los servicios de emergencia y los ciudadanos ordinarios, [pero] valientes que ayudaron ayer",,
IDG1,4th,IDG1_4,repetición léxica,,
IDO1,1st,IDO1_1,la cárcel: ¿una condena o una segunda (posibilidad) [oportunidad]?,,
IDO1,1st,IDO1_1,si pensamos (a) [en] las cárceles y las personas que,,
IDO1,1st,IDO1_1,las personas que tristemente llegan a estos lugares por (cualquiera) [cualquier] motivación,,
IDO1,1st,IDO1_1,que deberían (ser cerrados) [permanecer encerrados] en su celda por el resto de sus vidas,,
IDO1,1st,IDO1_1,que deberían permanecer encerrados en su celda por el resto de (su vida) [sus vidas],,
IDO1,1st,IDO1_1,otro aspecto que también muchas veces se ignora es que (en un modo o en el otro) [de un modo u otro],,
IDO1,1st,IDO1_1,en este pequeño (articulo) [artículo],,
IDO1,1st,IDO1_1,hay que considerar [que] convicto puede ser un asesino o un ladrón que ha robado algo de poco valor,,
IDO1,1st,IDO1_1,"personas que realmente son inocentes, y que quizás han (hecho) [cometido] un error estúpido",,
IDO1,1st,IDO1_1,quizás han cometido un error estúpido que los ha (traído) [llevado] allí,,
IDO1,1st,IDO1_1,a personas que son realmente un peligro (por) [para] la sociedad,,
IDO1,1st,IDO1_1,tengan que aprender a sobrevivir en un ambiente nocivo (por) [para] su salud mental,,
IDO1,1st,IDO1_1,tengan que aprender a sobrevivir en un ambiente nocivo para su (mentalidad) [salud mental],,
IDO1,1st,IDO1_1,causar que ellos se conviertan en (reales) [verdaderos] asesinos,,
IDO1,1st,IDO1_1,"muchas veces, si (esta) [una] persona está en la cárcel",,
IDO1,1st,IDO1_1,es normal (tener) [sentir] pena por los prisioneros,,
IDO1,1st,IDO1_1,pero hay también que pensar en las (victimas) [víctimas] de estos tristes episodios,,
IDO1,1st,IDO1_1,"a veces, una (victima) [víctima] se sentirá más segura sabiendo que la persona que ha traído",,
IDO1,1st,IDO1_1,que ha traído tanta tristeza y dolor (en) [a] su vida,,
IDO1,1st,IDO1_1,la persona que ha traído tanta tristeza y dolor a su vida está (confinado) [confinada],,
IDO1,1st,IDO1_1,y no puede (dañar a esa persona o a otras) [dañarlos a ella o a otros],,
IDO1,1st,IDO1_1,"por consiguiente, esta idea apoya la (idea) [tesis] según la cual las cárceles",,
IDO1,1st,IDO1_1,se puede determinar que las cárceles (son) sí [son] un lugar que debe existir,,
IDO1,1st,IDO1_1,para evitar la exposición de (criminales minores) [delincuentes menores] a los que,,
IDO1,1st,IDO1_1,"a los que muchas veces se (llaman) [llama] ""balas perdidas""",,
IDO1,1st,IDO1_1,repetición léxica,,
IDO1,2nd,IDO1_2,después [de] haber transcurrido una fantástica velada,,
IDO1,2nd,IDO1_2,Laura decidió volver a su piso a (un horario) [una hora] irrazonable,,
IDO1,2nd,IDO1_2,dentro del parque que era celebérrimo por ser uno de los más (arriesgados) [peligrosos] de la ciudad,,
IDO1,2nd,IDO1_2,duerme (a) [en] nuestra casa hoy,,
IDO1,2nd,IDO1_2,duerme en nuestra casa hoy y vuelve mañana a (tu casa) [la tuya],,
IDO1,2nd,IDO1_2,"pero ella, [como la] chica obstinada que era, insistió",,
IDO1,2nd,IDO1_2,y se fue (en) [por] la calle oscura,,
IDO1,2nd,IDO1_2,la calle oscura que la (traería) [llevaría] al parque cerca de su casa,,
IDO1,2nd,IDO1_2,su móvil (estaba) [había] muerto,,
IDO1,2nd,IDO1_2,como siempre (hacia) [hacía] cuando caminaba sola,,
IDO1,2nd,IDO1_2,porque podía oír los ruidos y sonidos (de sus entornos) [a su alrededor],,
