"","participant_ID","text_ID","error","error_type","fb_type","error_item","error_reps","solution_item","pass_solution_reps","fail_solution_reps","word_count","TextNum","error_count","error_rate","error_count_per_type","error_rate_per_type","fb_rate_per_type"
"854","IDG1","IDG1_4","Iron Man se fue volando antes de volver (llevando) [con] un misil nuclear","Substitution","D.N.M","llevando",NA,"con",NA,NA,479,4,29,0.0605427974947808,7,0.0146137787056367,0.0257234726688103
"855","IDG1","IDG1_4","Iron Man volaba cada vez más alto, hacia y luego (por el) [a través del] portal","Government","D.N.M","por el",NA,"a través del",NA,NA,479,4,29,0.0605427974947808,9,0.0187891440501044,0.0257234726688103
"856","IDG1","IDG1_4","Iron Man pudo volver a la Tierra [en] el último momento posible","Government","D.N.M",NA,NA,"en",NA,NA,479,4,29,0.0605427974947808,9,0.0187891440501044,0.0257234726688103
"857","IDG1","IDG1_4","por el contrario, debemos tener en cuenta (la cuesta) [el coste] de esta victoria","Substitution","D.M.","la cuesta",NA,"el coste",NA,NA,479,4,29,0.0605427974947808,7,0.0146137787056367,0
"858","IDG1","IDG1_4","costarán millones de dólares (de) [por] los daños a los edificios de la ciudad","Government","D.N.M","de",NA,"por",NA,NA,479,4,29,0.0605427974947808,9,0.0187891440501044,0.0257234726688103
"859","IDG1","IDG1_4","costarán millones de dólares por [los] daños a los edificios de la ciudad","Determination","D.N.M",NA,NA,"los",NA,NA,479,4,29,0.0605427974947808,5,0.0104384133611691,0.0257234726688103
"860","IDG1","IDG1_4","llevará mucho tiempo (para) reconstruir Nueva York","Government","D.N.M","para",NA,NA,NA,NA,479,4,29,0.0605427974947808,9,0.0187891440501044,0.0257234726688103
"861","IDG1","IDG1_4","los servicios de emergencia y (la gente ordinaria, pero valiente) [los ciudadanos ordinarios, pero valientes]","Substitution","I.M.",NA,NA,NA,NA,NA,479,4,29,0.0605427974947808,7,0.0146137787056367,0
"862","IDG1","IDG1_4","los servicios de emergencia y los ciudadanos ordinarios, [pero] valientes que ayudaron ayer","Ellipsis","D.N.M",NA,NA,"pero",NA,NA,479,4,29,0.0605427974947808,2,0.00417536534446764,0.0257234726688103
"863","IDO1","IDO1_1","la persona que ha traído tanta tristeza y dolor a su vida está (confinado) [confinada]","Gender","D.M.","confinado",0,"confinada",0,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"864","IDO1","IDO1_1","tengan que aprender a sobrevivir en un ambiente nocivo para su (mentalidad) [salud mental]","Substitution","R","mentalidad",0,"salud mental",0,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"865","IDO1","IDO1_1","tengan que aprender a sobrevivir en un ambiente nocivo (por) [para] su salud mental","Government","R","por",0,"para",1,0,516,1,22,0.0426356589147287,4,0.00775193798449612,0
"866","IDO1","IDO1_1","por consiguiente, esta idea apoya la (idea) [tesis] según la cual las cárceles","Substitution","None","idea",0,"tesis",0,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"867","IDO1","IDO1_1","para evitar la exposición de (criminales minores) [delincuentes menores] a los que","Creation","R","criminales minores",0,"delincuentes menores",0,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"868","IDO1","IDO1_1","que deberían permanecer encerrados en su celda por el resto de (su vida) [sus vidas]","Number","D.N.M","su vida",0,"sus vidas",0,0,516,1,22,0.0426356589147287,2,0.00387596899224806,0
"869","IDO1","IDO1_1","se puede determinar que las cárceles (son) sí [son] un lugar que debe existir","Order","D.N.M","son",0,"son",0,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"870","IDO1","IDO1_1","la cárcel: ¿una condena o una segunda (posibilidad) [oportunidad]?","Substitution","D.M.","posibilidad",0,"oportunidad",0,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"871","IDO1","IDO1_1","si pensamos (a) [en] las cárceles y las personas que","Government","None","a",1,"en",5,1,516,1,22,0.0426356589147287,4,0.00775193798449612,0
"872","IDO1","IDO1_1","las personas que tristemente llegan a estos lugares por (cualquiera) [cualquier] motivación","Substitution","D.N.M","cualquiera",0,"cualquier",1,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"873","IDO1","IDO1_1","que deberían (ser cerrados) [permanecer encerrados] en su celda por el resto de sus vidas","Substitution","R","ser cerrados",0,"permanecer encerrados",0,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"874","IDO1","IDO1_1","otro aspecto que también muchas veces se ignora es que (en un modo o en el otro) [de un modo u otro]","Analysis","R","en un modo o en el otro",0,"de un modo u otro",0,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"875","IDO1","IDO1_1","hay que considerar [que] convicto puede ser un asesino o un ladrón que ha robado algo de poco valor","Ellipsis","D.N.M",NA,0,"que",2,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"876","IDO1","IDO1_1","personas que realmente son inocentes, y que quizás han (hecho) [cometido] un error estúpido","Substitution","D.N.M","hecho",0,"cometido",1,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"877","IDO1","IDO1_1","quizás han cometido un error estúpido que los ha (traído) [llevado] allí","Substitution","D.M.","traído",1,"llevado",0,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"878","IDO1","IDO1_1","a personas que son realmente un peligro (por) [para] la sociedad","Government","D.N.M","por",0,"para",1,0,516,1,22,0.0426356589147287,4,0.00775193798449612,0
"879","IDO1","IDO1_1","causar que ellos se conviertan en (reales) [verdaderos] asesinos","Substitution","D.N.M","reales",1,"verdaderos",0,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"880","IDO1","IDO1_1","muchas veces, si (esta) [una] persona está en la cárcel","Determination","D.M.","esta",0,"una",1,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"881","IDO1","IDO1_1","es normal (tener) [sentir] pena por los prisioneros","Substitution","D.N.M","tener",0,"sentir",2,0,516,1,22,0.0426356589147287,9,0.0174418604651163,0
"882","IDO1","IDO1_1","que ha traído tanta tristeza y dolor (en) [a] su vida","Government","D.N.M","en",0,"a",7,1,516,1,22,0.0426356589147287,4,0.00775193798449612,0
"883","IDO1","IDO1_1","y no puede (dañar a esa persona o a otras) [dañarlos a ella o a otros]","Excess word(s)","R","dañar a esa persona o a otras",0,"dañarlos a ella o a otros",0,0,516,1,22,0.0426356589147287,1,0.00193798449612403,0
"884","IDO1","IDO1_1","a los que muchas veces se (llaman) [llama] ""balas perdidas""","Number","D.N.M","llaman",0,"llama",0,0,516,1,22,0.0426356589147287,2,0.00387596899224806,0
"885","IDO1","IDO1_2","si hubiese seguido corriendo, habría llegado a [su] casa sana y salva","Determination","D.N.M",NA,0,"su",1,0,637,2,36,0.0565149136577708,2,0.00313971742543171,0.0193798449612403
"886","IDO1","IDO1_2","pero, como ya [se ha] mencionado, no podía usarlo","Ellipsis","D.N.M",NA,0,"se ha",0,0,637,2,36,0.0565149136577708,3,0.00470957613814757,0.0193798449612403
"887","IDO1","IDO1_2","analizaba cualquier ruido o imagen (que podía ver) [a su alrededor]","Substitution","R","que podía ver",0,"a su alrededor",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0116279069767442
"888","IDO1","IDO1_2","por los árboles y sus ramas, que (asumían) [adquirían] vida propia gracias a estas luces tenues","Substitution","D.N.M","asumían",0,"adquirían",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"889","IDO1","IDO1_2","volvía al lado interno del camino, para no (hacerse) [dejarse] ver por los coches","Substitution","D.N.M","hacerse",0,"dejarse",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"890","IDO1","IDO1_2","prácticamente a unos pasos de su (casa) [destino]","Substitution","D.N.M","casa",0,"destino",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"891","IDO1","IDO1_2","a veces lo único que se podía oír era el (respiro temblante) [tembloroso respirar] de Laura","Order","R","respiro temblante",0,"tembloroso respirar",0,0,637,2,36,0.0565149136577708,2,0.00313971742543171,0.0116279069767442
"892","IDO1","IDO1_2","porque su mente (revisaba) [pasaba revista a] los escenarios más tremendos y horrorosos","Synthesis","I.M.","revisaba",0,"pasaba revista a",0,0,637,2,36,0.0565149136577708,1,0.00156985871271586,0
"893","IDO1","IDO1_2","y la escalofriante (quiete) [quietud] del camino le daba una sensación de miedo","Creation","D.N.M","quiete",0,"quietud",0,0,637,2,36,0.0565149136577708,1,0.00156985871271586,0.0193798449612403
"894","IDO1","IDO1_2","tropezó con una piedra (atrapada en el) [que sobresalía del] terreno resbaladizo","Substitution","I.L.","atrapada en el",0,"que sobresalía del",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0
"895","IDO1","IDO1_2","dentro del parque que era celebérrimo por ser uno de los más (arriesgados) [peligrosos] de la ciudad","Substitution","D.N.M","arriesgados",0,"peligrosos",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"896","IDO1","IDO1_2","por culpa de un búho travieso, (hizo) [dejó] caer una rama que la golpeó","Substitution","D.N.M","hizo",0,"dejó",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"897","IDO1","IDO1_2","después [de] haber transcurrido una fantástica velada","Government","D.N.M",NA,0,"de",2,0,637,2,36,0.0565149136577708,5,0.00784929356357928,0.0193798449612403
"898","IDO1","IDO1_2","para (poderse) [poder] sentir (en) [que recuperaba el] control de una situación","Order","R","poderse, en",0,"poder, que recuperaba el",0,0,637,2,36,0.0565149136577708,2,0.00313971742543171,0.0116279069767442
"899","IDO1","IDO1_2","Laura decidió volver a su piso a (un horario) [una hora] irrazonable","Substitution","D.N.M","un horario",0,"una hora",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"900","IDO1","IDO1_2","duerme (a) [en] nuestra casa hoy","Government","D.N.M","a",0,"en",5,1,637,2,36,0.0565149136577708,5,0.00784929356357928,0.0193798449612403
"901","IDO1","IDO1_2","duerme en nuestra casa hoy y vuelve mañana a (tu casa) [la tuya]","Substitution","D.N.M","tu casa",1,"la tuya",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"902","IDO1","IDO1_2","pero ella, [como la] chica obstinada que era, insistió","Ellipsis","D.N.M",NA,0,"como la",0,0,637,2,36,0.0565149136577708,3,0.00470957613814757,0.0193798449612403
"903","IDO1","IDO1_2","y se fue (en) [por] la calle oscura","Government","D.N.M","en",1,"por",3,0,637,2,36,0.0565149136577708,5,0.00784929356357928,0.0193798449612403
"904","IDO1","IDO1_2","la calle oscura que la (traería) [llevaría] al parque cerca de su casa","Substitution","D.M.","traería",0,"llevaría",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.00775193798449612
"905","IDO1","IDO1_2","su móvil (estaba) [había] muerto","Substitution","D.N.M","estaba",0,"había",8,1,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"906","IDO1","IDO1_2","como siempre (hacia) [hacía] cuando caminaba sola","Substitution","D.N.M","hacia",0,"hacía",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"907","IDO1","IDO1_2","porque podía oír los ruidos y sonidos (de sus entornos) [a su alrededor]","Substitution","R","de sus entornos",0,"a su alrededor",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0116279069767442
"908","IDO1","IDO1_2","a veces se oían ruidos provenientes (da) [de] los arbustos movidos por el viento","Substitution","D.N.M","da",0,"de",2,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"909","IDO1","IDO1_2","provenían de la calle [de] al lado del parque, separada por un recinto","Government","D.N.M",NA,0,"de",0,0,637,2,36,0.0565149136577708,5,0.00784929356357928,0.0193798449612403
"910","IDO1","IDO1_2","donde algún coche de (tránsito) [paso] a veces creaba sombras","Substitution","D.N.M","tránsito",0,"paso",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"911","IDO1","IDO1_2","sombras inquietantes animadas por los árboles y sus (ramos) [ramas]","Substitution","D.N.M","ramos",0,"ramas",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"912","IDO1","IDO1_2","lo ideal habría sido utilizar su móvil para (crear) [tener] luz","Substitution","D.N.M","crear",0,"tener",2,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"913","IDO1","IDO1_2","(estas) [la] ceguera y [la] sordera aumentaban el terror que Laura estaba sintiendo","Determination","R","estas",0,"la, la",9,0,637,2,36,0.0565149136577708,2,0.00313971742543171,0.0116279069767442
"914","IDO1","IDO1_2","porque su mente pasaba revista a (todos) los escenarios más tremendos y horrorosos","Excess word(s)","I.M.","todos",0,NA,0,0,637,2,36,0.0565149136577708,1,0.00156985871271586,0
"915","IDO1","IDO1_2","quizás un hombre podía (llegar) [salir] de las tinieblas para raptarla","Substitution","D.N.M","llegar",0,"salir",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0193798449612403
"916","IDO1","IDO1_2","un animal (selvático) [salvaje] habría podido agredirla","Substitution","None","selvático",0,"salvaje",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.00387596899224806
"917","IDO1","IDO1_2","de una situación (en la que ella control no tenía) [que se le escapaba de las manos]","Substitution","R","en la que ella control no tenía",0,"que se le escapaba de las manos",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.0116279069767442
"918","IDO1","IDO1_2","si oía un ruido sospechoso, se ponía [a caminar] por el lado del recinto","Ellipsis","D.N.M",NA,0,"a caminar",0,0,637,2,36,0.0565149136577708,3,0.00470957613814757,0.0193798449612403
"919","IDO1","IDO1_2","si algún coche llegaba por el lado [de] fuera del parque","Government","D.N.M",NA,0,"de",7,0,637,2,36,0.0565149136577708,5,0.00784929356357928,0.0193798449612403
"920","IDO1","IDO1_2","pero su (presunción) [suposición] dio tiempo al asesino","Substitution","None","presunción",0,"suposición",0,0,637,2,36,0.0565149136577708,21,0.032967032967033,0.00387596899224806
"921","IDO1","IDO1_3","y ella, que (era) [estaba] aún perdidamente enamorada del hombre","Substitution","D.N.M","era",1,"estaba",1,1,468,3,25,0.0534188034188034,8,0.0170940170940171,0.0376766091051805
"922","IDO1","IDO1_3","si algunas veces la pareja tenía (unos) momentos dulces e íntimos","Determination","D.N.M","unos",0,NA,0,0,468,3,25,0.0534188034188034,3,0.00641025641025641,0.0376766091051805
"923","IDO1","IDO1_3","(donde) [en los que] a veces se amaban y colaboraban","Synthesis","D.N.M","donde",0,"en los que",0,0,468,3,25,0.0534188034188034,3,0.00641025641025641,0.0376766091051805
"924","IDO1","IDO1_3","de nuevo enamorados, continuaron cometiendo crímenes por un periodo [de tiempo]","Specification","D.N.M",NA,0,"de tiempo",0,0,468,3,25,0.0534188034188034,1,0.00213675213675214,0.0376766091051805
"925","IDO1","IDO1_3","hasta el punto (donde) [en que] Harleen imploró a los doctores por tres meses","Synthesis","D.N.M","donde",0,"en que",0,0,468,3,25,0.0534188034188034,3,0.00641025641025641,0.0376766091051805
"926","IDO1","IDO1_3","(para que pudiera) [que le permitieran] analizar al enfermo","Substitution","R","para que pudiera",0,"que le permitieran",0,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.00941915227629513
"927","IDO1","IDO1_3","que le permitieran analizar al enfermo (privadamente) [en privado]","Synthesis","D.M.","privadamente",0,"en privado",0,0,468,3,25,0.0534188034188034,3,0.00641025641025641,0.00156985871271586
"928","IDO1","IDO1_3","él la sedujo en sus sesiones de psiquiatría (obteniendo su simpatía) [inspirando su compasión]","Substitution","I.M.","obteniendo su simpatía",0,"inspirando su compasión",0,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.00313971742543171
"929","IDO1","IDO1_3","la relación de la psiquiatra novicia con el paciente (era caracterizada) [se caracterizaba]","Substitution","D.N.M","era caracterizada",0,"se caracterizaba",0,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.0376766091051805
"930","IDO1","IDO1_3","si [bien] algunas veces la pareja tenía momentos dulces e íntimos","Substitution","None",NA,0,"bien",0,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.00313971742543171
"931","IDO1","IDO1_3","ella sobrevivió, y con una intensa sed de venganza, quiso eliminar a (lo que) [quien] previamente","Pronoun","D.N.M","lo que",0,"quien",0,0,468,3,25,0.0534188034188034,1,0.00213675213675214,0.0376766091051805
"932","IDO1","IDO1_3","con (el) [la] ayuda de un enemigo de Joker","Gender","D.N.M","el",0,"la",4,0,468,3,25,0.0534188034188034,2,0.00427350427350427,0.0376766091051805
"933","IDO1","IDO1_3","pero mientras estaba (al) [a] punto de empujarlo de un rascacielos","Determination","D.N.M","al",0,"a",0,0,468,3,25,0.0534188034188034,3,0.00641025641025641,0.0376766091051805
"934","IDO1","IDO1_3","y ella, que estaba aún [perdidamente] enamorada (perdidamente) del hombre","Order","D.N.M","perdidamente",0,"perdidamente",0,0,468,3,25,0.0534188034188034,1,0.00213675213675214,0.0376766091051805
"935","IDO1","IDO1_3","de nuevo enamorados (uno de la otra), continuaron cometiendo crímenes","Excess word(s)","R","uno de la otra",0,NA,0,0,468,3,25,0.0534188034188034,2,0.00427350427350427,0.00941915227629513
"936","IDO1","IDO1_3","Joker la había casi (matada) [matado] por celos","Gender","D.N.M","matada",0,"matado",0,0,468,3,25,0.0534188034188034,2,0.00427350427350427,0.0376766091051805
"937","IDO1","IDO1_3","la motivación de vengarse por los abusos que había sufrido (por) [de] la mano del hombre","Government","D.N.M","por",0,"de",1,0,468,3,25,0.0534188034188034,4,0.00854700854700855,0.0376766091051805
"938","IDO1","IDO1_3","la motivación de vengarse por los abusos que había sufrido de [la] mano del hombre","Determination","D.N.M",NA,0,"la",1,0,468,3,25,0.0534188034188034,3,0.00641025641025641,0.0376766091051805
"939","IDO1","IDO1_3","y [en] otros querían poner fin a la vida del otro","Government","D.N.M",NA,0,"en",3,0,468,3,25,0.0534188034188034,4,0.00854700854700855,0.0376766091051805
"940","IDO1","IDO1_3","y en otros (donde) querían poner fin a la vida del otro","Excess word(s)","D.N.M","donde",0,NA,0,0,468,3,25,0.0534188034188034,2,0.00427350427350427,0.0376766091051805
"941","IDO1","IDO1_3","Harleen decidió vivir sola, intentando (conducir) [llevar] una vida lo más normal posible","Substitution","D.N.M","conducir",0,"llevar",0,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.0376766091051805
"942","IDO1","IDO1_3","la mala influencia del hombre que la había puesto frente a (mucho) [tanto] sufrimiento","Substitution","D.N.M","mucho",0,"tanto",2,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.0376766091051805
"943","IDO1","IDO1_3","la mala influencia del hombre que la había puesto frente [a] tanto sufrimiento","Government","D.N.M",NA,0,"a",0,0,468,3,25,0.0534188034188034,4,0.00854700854700855,0.0376766091051805
"944","IDO1","IDO1_3","se hizo (terapista) [terapeuta], con la esperanza de poder comenzar una nueva vida","Substitution","D.M.","terapista",0,"terapeuta",0,0,468,3,25,0.0534188034188034,8,0.0170940170940171,0.00156985871271586
"945","IDO1","IDO1_3","se hizo terapeuta, (en) [con] la esperanza de poder comenzar una nueva vida","Government","D.N.M","en",0,"con",4,0,468,3,25,0.0534188034188034,4,0.00854700854700855,0.0376766091051805
"946","IDO1","IDO1_4","gracias a (los) [estos] consejos perfectos para hacerte notar","Determination","D.N.M","los",NA,"estos",NA,NA,588,4,22,0.0374149659863946,2,0.00340136054421769,0.0405982905982906
"947","IDO1","IDO1_4","y, si sigues (siendo) [estando] enamorada de él","Substitution","D.N.M","siendo",NA,"estando",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"948","IDO1","IDO1_4","te invite a (tu) [su] casa","Determination","I.M.","tu",NA,"su",NA,NA,588,4,22,0.0374149659863946,2,0.00340136054421769,0.00213675213675214
"949","IDO1","IDO1_4","si (el) [él] no te echa de casa porque su novia está llegando","Substitution","D.N.M","el",NA,"él",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"950","IDO1","IDO1_4","una vez que (te haya notado) [se haya fijado en ti]","Substitution","D.M.","te haya notado",NA,"se haya fijado en ti",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.00427350427350427
"951","IDO1","IDO1_4","la persona de la que estás (infatuada) [prendada] ni sabe tu nombre","Creation","D.N.M","infatuada",NA,"prendada",NA,NA,588,4,22,0.0374149659863946,1,0.00170068027210884,0.0405982905982906
"952","IDO1","IDO1_4","mientras (tu) [tú] dedicas cada segundo de tu vida","Substitution","D.N.M","tu",NA,"tú",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"953","IDO1","IDO1_4","dedicas cada segundo de tu vida (pensando) [a pensar] en él","Government","D.M.","pensando",NA,"a pensar",NA,NA,588,4,22,0.0374149659863946,4,0.00680272108843537,0.00427350427350427
"954","IDO1","IDO1_4","y, probablemente, ni [siquiera] sabe que existes","Ellipsis","D.N.M",NA,NA,"siquiera",NA,NA,588,4,22,0.0374149659863946,1,0.00170068027210884,0.0405982905982906
"955","IDO1","IDO1_4","para hacerte notar (de) [por] tu príncipe azul","Government","D.N.M","de",NA,"por",NA,NA,588,4,22,0.0374149659863946,4,0.00680272108843537,0.0405982905982906
"956","IDO1","IDO1_4","a los chicos (le) [les] importa un coño que seas profunda, intelectual y culta","Number","D.N.M","le",NA,"les",NA,NA,588,4,22,0.0374149659863946,1,0.00170068027210884,0.0405982905982906
"957","IDO1","IDO1_4","tus uñas (sean) afiladas como si fueran cuchillos rosas","Excess word(s)","R","sean",NA,NA,NA,NA,588,4,22,0.0374149659863946,2,0.00340136054421769,0.00427350427350427
"958","IDO1","IDO1_4","y (que) tus pestañas postizas (sean) tan largas que puedan producir una ráfaga de viento","Excess word(s)","R","que, sean",NA,NA,NA,NA,588,4,22,0.0374149659863946,2,0.00340136054421769,0.00427350427350427
"959","IDO1","IDO1_4","ponte tanto perfume (para) que tu cerebro se fría por el intenso aroma","Government","D.N.M","para",NA,NA,NA,NA,588,4,22,0.0374149659863946,4,0.00680272108843537,0.0405982905982906
"960","IDO1","IDO1_4","y no te olvides [de] mostrar toda la carne que posees","Government","D.N.M",NA,NA,"de",NA,NA,588,4,22,0.0374149659863946,4,0.00680272108843537,0.0405982905982906
"961","IDO1","IDO1_4","y (aquí) [entonces] tendrás que esforzarte particularmente","Substitution","D.N.M","aquí",NA,"entonces",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"962","IDO1","IDO1_4","y no una persona con la cual tener una (real) [verdadera] conversación","Substitution","D.N.M","real",NA,"verdadera",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"963","IDO1","IDO1_4","ver esta nueva serie que tanto (le) [me] encanta","Pronoun","D.M.","le",NA,"me",NA,NA,588,4,22,0.0374149659863946,1,0.00170068027210884,0.00427350427350427
"964","IDO1","IDO1_4","pero a ti (que) [qué] te importa","Substitution","R","que",NA,"qué",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.00427350427350427
"965","IDO1","IDO1_4","pero a ti qué te (interesa) [importa]","Substitution","R","interesa",NA,"importa",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.00427350427350427
"966","IDO1","IDO1_4","y, no te olvides, ¡(sí) [sé] tú misma!","Substitution","D.N.M","sí",NA,"sé",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"967","IDO1","IDO1_4","y, no te olvides, ¡sé (tu) [tú] misma!","Substitution","D.N.M","tu",NA,"tú",NA,NA,588,4,22,0.0374149659863946,10,0.0170068027210884,0.0405982905982906
"968","IHG1","IHG1_1","el sistema educativo actual no es [lo] suficientemente específico","Determination","D.N.M",NA,0,"lo",3,0,505,1,25,0.0495049504950495,6,0.0118811881188119,0
"969","IHG1","IHG1_1","para resolver el problema [de raíz], se tendría que echar un vistazo","Ellipsis","R",NA,0,"de raíz",0,0,505,1,25,0.0495049504950495,1,0.00198019801980198,0
"970","IHG1","IHG1_1","(fundamentalmente) para resolver el problema","Excess word(s)","R","fundamentalmente",0,NA,0,0,505,1,25,0.0495049504950495,2,0.00396039603960396,0
"971","IHG1","IHG1_1","si no hubieran entrado en (este ambiente) [un entorno] tan psicológicamente dañino","Substitution","R","este ambiente",0,"un entorno",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"972","IHG1","IHG1_1","[esto] proporcionará un incentivo para encontrar empleo fuera de la cárcel","Determination","D.N.M",NA,0,"esto",3,0,505,1,25,0.0495049504950495,6,0.0118811881188119,0
"973","IHG1","IHG1_1","este entorno (se supone que es) [tiene que ser] agobiante","Substitution","R","se supone que es",0,"tiene que ser",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"974","IHG1","IHG1_1","no se puede negar que este asunto (desproporcionadamente) afecta [desproporcionadamente] más","Order","D.N.M","desproporcionadamente",0,"desproporcionadamente",0,0,505,1,25,0.0495049504950495,1,0.00198019801980198,0
"975","IHG1","IHG1_1","podrían verse involucrados en una trama criminal más (amplia) [grave]","Substitution","D.N.M","amplia",0,"grave",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"976","IHG1","IHG1_1","porque [ese] es el propósito del castigo","Determination","D.N.M",NA,0,"ese",2,0,505,1,25,0.0495049504950495,6,0.0118811881188119,0
"977","IHG1","IHG1_1","para crear un mundo más seguro en [el] que vivir","Determination","D.N.M",NA,0,"el",0,0,505,1,25,0.0495049504950495,6,0.0118811881188119,0
"978","IHG1","IHG1_1","para crear un mundo más seguro en el que (podamos) vivir","Excess word(s)","D.M.","podamos",0,NA,0,0,505,1,25,0.0495049504950495,2,0.00396039603960396,0
"979","IHG1","IHG1_1","utilizar la prisión para fomentar la reinserción de (esa gente) [esas personas]","Substitution","D.M.","esa gente",0,"esas personas",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"980","IHG1","IHG1_1","a pesar de que el propósito principal de la cárcel es (para) reducir el índice de criminalidad","Government","D.N.M","para",5,NA,0,0,505,1,25,0.0495049504950495,1,0.00198019801980198,0
"981","IHG1","IHG1_1","podrían (estar) [verse] involucrados en una trama criminal más grave","Substitution","D.N.M","estar",0,"verse",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"982","IHG1","IHG1_1","podrían verse involucrados en (un sistema) [una trama] criminal más grave","Substitution","D.N.M","un sistema",0,"una trama",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"983","IHG1","IHG1_1","podrían verse involucrados en una trama [criminal] más grave (de crimen)","Analysis","D.M.","de crimen",0,"criminal",0,0,505,1,25,0.0495049504950495,1,0.00198019801980198,0
"984","IHG1","IHG1_1","se podría (discutir) [argumentar] que este entorno","Substitution","D.N.M","discutir",1,"argumentar",1,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"985","IHG1","IHG1_1","este entorno tiene que ser (preocupante) [agobiante]","Substitution","R","preocupante",0,"agobiante",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"986","IHG1","IHG1_1","es más probable que (desensibilice) [insensibilice] a los prisioneros","Creation","D.N.M","desensibilice",0,"insensibilice",0,0,505,1,25,0.0495049504950495,1,0.00198019801980198,0
"987","IHG1","IHG1_1","para (los requisitos) [las necesidades] de cada preso","Substitution","D.N.M","los requisitos",0,"las necesidades",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"988","IHG1","IHG1_1","en vez de volver a (sumirse) [incurrir] en la delincuencia","Substitution","D.N.M","sumirse",0,"incurrir",0,0,505,1,25,0.0495049504950495,12,0.0237623762376238,0
"989","IHG1","IHG1_1","(eso) [esto] lo podemos ver a través del ejemplo de Noruega","Determination","D.N.M","eso",0,"esto",3,0,505,1,25,0.0495049504950495,6,0.0118811881188119,0
